"cutoff","lm.mse","slm.mse"
176,0.0487101235193394,0.0387490245499013
177,0.0398577937610371,0.0362730355188986
178,0.0416854846834496,0.0355115734533555
179,0.042888894656749,0.0404215047229067
180,0.0428457535142415,0.0388138145826406
181,0.0406589142621463,0.0408302401948076
182,0.0426634210714066,0.0410810377605899
183,0.0405812666599556,0.0397287552647604
184,0.0388050574397832,0.0399827501892063
185,0.0359103136327262,0.0378123058506272
186,0.0350105603580684,0.0384611575559855
187,0.0301612072024699,0.0316647896376456
188,0.031442383709867,0.031505743442328
189,0.0359074320033372,0.0346492684887237
190,0.0344961914134618,0.0310255886939395
191,0.0345912187815638,0.0295225842980633
192,0.029608825354023,0.028311116354928
193,0.0286858615458717,0.0286618861629922
194,0.0296309835395319,0.0302770582345401
195,0.031901161088828,0.0322405169918071
196,0.0318903766024594,0.0327923945357253
197,0.0313327995617078,0.034343294409642
198,0.0303881712002277,0.0347751555220726
199,0.0292129115008801,0.0341876296652885
200,0.0280112407056725,0.0347383505419772
201,0.026151692431699,0.0332050481197115
202,0.0274488822942506,0.0337014440590621
203,0.0292912738969254,0.0345436295262662
204,0.0301508455521241,0.0346778175039315
205,0.0321843192351253,0.0336798261264619
206,0.0277445529826221,0.0345008233717971
207,0.0306403583341945,0.0376055180684896
208,0.0295121461856095,0.0411012031745334
209,0.0310809725665067,0.0428575875735663
210,0.0298376281102399,0.0419802045686315
211,0.0317296777670516,0.0448485749528398
212,0.0323925382146805,0.0477215191492488
213,0.0329878220051208,0.0493118568858115
214,0.0334572379765673,0.0516753556223636
215,0.0309629786003888,0.0504829692041849
216,0.033948679832317,0.0535274336397472
217,0.0316620598406728,0.0498505549020451
218,0.0316723797607348,0.048265571183432
219,0.0338216359691451,0.0492381268321538
220,0.0346923638487703,0.0475508036915974
221,0.0407918760470266,0.0463159537899984
222,0.047379826386019,0.0476477462035663
223,0.0791896652125452,0.0526740014364374
224,0.0409066153678174,0.0549329622691653
225,0.0438339608604356,0.0588203586020655
226,0.0408878210528319,0.0579282642567259
227,0.0525129540125745,0.0714395263454264
228,0.0463143921161876,0.0647343965297149
229,0.0527385463685281,0.07002558511277
230,0.0646366851002977,0.0777015618675447
231,0.0492583557389122,0.0622840842804835
232,0.0439055555985383,0.0605282246812139
233,0.0390381664361402,0.0556985412856584
234,0.0382128029603977,0.0550031370840045
235,0.0390808333198482,0.0534089302727681
236,0.0498411152102384,0.0489554579539834
237,0.0415627413137363,0.0506896995805158
238,0.0424313557285976,0.0486526877998377
239,0.0494124822230256,0.0553916968644073
240,0.0351071674406553,0.0422504507795345
241,0.0346328503414166,0.0383031863485709
242,0.0352568046792224,0.0419678504570242
243,0.03476702854293,0.0395379927319298
244,0.0406690959198172,0.0427229829128758
245,0.0482951287395764,0.0489965400222654
246,0.0544812221534071,0.051378892974321
247,0.0491374949219823,0.0523361376814434
248,0.054425455418768,0.0526271461326574
249,0.141304763609106,0.0572286629219564
250,0.0660693530822633,0.0635784319218762
251,0.112656975872637,0.115195141199969
252,0.0687237089341386,0.070222067232804
253,0.0550149110106637,0.0572609717986138
254,0.078049646671356,0.0783160547352836
255,0.0679607062651644,0.0762093685003071
256,0.0488988023503495,0.0596612923669764
257,0.0746651421625433,0.0783897445924447
258,0.0934499319707421,0.046612715449566
259,0.0855798845155089,0.071698026270522
260,0.0608817570582727,0.0585033956572431
261,0.0530503885301465,0.0441024639116264
262,0.061749290489546,0.0459703864494535
263,0.0500875806895128,0.0486676739717788
264,0.065336323942488,0.0594299202244201
265,0.057811433093366,0.0548056305019184
266,0.0566107062865167,0.0472014679799046
267,0.0495507157230503,0.0441702625971237
268,0.0426222574693977,0.0417793400742061
269,0.0446506927971488,0.0442306342025056
270,0.0638391697423305,0.0675991461916227
271,0.0560776108033359,0.0581069338449329
272,0.0501216609081811,0.0507579727654251
273,0.0363338153290017,0.043714234423336
274,0.0309496938360355,0.0398396367368064
275,0.0299387622621563,0.0360882419528935
276,0.0321977668209716,0.0358106146451849
277,0.0286672855238839,0.0280947805978898
278,0.0445176407332402,0.0255445705523457
279,0.106038506289706,0.0262635704209506
280,0.0351032468419397,0.0277417125110032
281,0.0290400329905231,0.0261390082137841
282,0.0284600266158404,0.027044370759122
283,0.0319638762101309,0.0288121382069687
284,0.030265588727436,0.0319780682351404
285,0.0375015728588564,0.0390517600178213
286,0.0460608200794529,0.0463526871115373
287,0.0287806049564238,0.0384426541902124
288,0.0279504422316734,0.0345366990102925
289,0.0265913470048478,0.0311178730308148
290,0.0264402145474995,0.0273303155369616
291,0.03166088548802,0.0243390057650336
292,0.0463747946211166,0.0239342535349852
293,0.0677343012252289,0.0263097379236428
294,0.0315281458788073,0.0274731209740166
295,0.0349998029063258,0.0302046586178946
296,0.0361009732275861,0.0322651739727951
297,0.0323845647007973,0.0304001520725697
298,0.0402321234604546,0.0384865908734103
299,0.0313688916606236,0.0290042034991578
300,0.032975154498231,0.0296402709920364
301,0.0354069738782453,0.0306208095065243
302,0.0423976832900438,0.0370258802434954
303,0.037848634393015,0.0341121426046149
304,0.0344969120423551,0.0336661903078008
305,0.0271532050226035,0.0277875554385606
306,0.0294707434178808,0.0258546983693595
307,0.0257268630243144,0.0253163929847857
308,0.0277747515453823,0.0269473018516691
309,0.0266731345666879,0.0245101907302944
310,0.0292459800036556,0.0256636929737438
311,0.0273754008043927,0.0229363082594122
312,0.0242185519901745,0.0216328838269935
313,0.0226277667027945,0.0234106263381596
314,0.0241868679526165,0.0255187537143721
315,0.0244754340106877,0.025843415745122
316,0.0251557090358049,0.0277654530436733
317,0.0231652538466528,0.0253950471049014
318,0.0201755285554091,0.021807303934012
319,0.0213579920047066,0.0222472564007778
320,0.0207566842837383,0.0232191601687983
321,0.0242832628392351,0.0249045283624416
322,0.0289001157756543,0.0263946909978548
323,0.0234570040172473,0.0273773335708838
324,0.0230219036938962,0.0286901875169351
325,0.029804754442979,0.0335351301417065
326,0.0395753561709052,0.0361279592172594
327,0.0350049198879026,0.0418367728170366
328,0.045504733652065,0.0508089514806682
329,0.0523797651855661,0.0557045346208131
330,0.0729124987789282,0.0665538486932237
331,0.0732477678503339,0.077516765085118
332,0.107560485854306,0.120148947939714
333,0.0614329581508193,0.0757394284734523
334,0.0383931755656535,0.0519550451645328
335,0.0357398721235237,0.0470343294372066
336,0.0355105725571678,0.0457570745434376
337,0.0353517871365426,0.045073868877686
338,0.0370569476841666,0.044504543923481
339,0.0152980818116443,0.0255713337581558
340,0.0117704692632446,0.0254195428733501
341,0.0134474089119285,0.0288459819462692
342,0.0178003490906813,0.0345085504516626
343,0.0205938166370134,0.0391489311306109
344,0.0247950078717644,0.0454523325726397
345,0.0253566157039448,0.0500292080029451
346,0.020686794237635,0.0489510803520705
347,0.0137179782476201,0.0454186285400204
348,0.0149415297450099,0.0443590960157229
349,0.0202362883062418,0.0442825392308778
350,0.0274506988901,0.0471234860103685
351,0.0369670995643322,0.0491591340213801
352,0.0456740524604634,0.0535984416820843
353,0.0837005290003166,0.064784306825027
354,0.0244484964318715,0.0518799538241177
355,0.0306994188570536,0.0505847219189176
356,0.0308379048290982,0.0392340244469893
357,0.0344801449803408,0.0342350949636583
358,0.0443383409203945,0.0298990535739027
359,0.0522303384890256,0.0266139755184475
360,0.0849275678525214,0.0254598310577042
361,0.0192944049775269,0.024089203863009
362,0.019107660888882,0.0235761970687916
363,0.0232828176632174,0.0242265100935661
364,0.0236945343546646,0.0227696214851412
365,0.0243880733425884,0.0229728781621757
366,0.0277606787096327,0.0254122485201493
367,0.0204919144651044,0.0201574813174165
368,0.0187630475199088,0.0211837942253385
369,0.0159291529257954,0.0215080245395945
370,0.0183978541813114,0.025069954433921
371,0.023021697908302,0.0293874795957862
372,0.020734768480538,0.0307077523601233
373,0.0193031782027829,0.0312254541684221
374,0.0192567632322707,0.0339076947444015
375,0.0203082556943535,0.0388015865070791
376,0.018475222461317,0.0430231036998142
377,0.027176780407382,0.0502822095252429
378,0.0550442101038359,0.0595402356776522
379,0.0330697608956907,0.0686459124162341
380,0.0373674639190254,0.0795019236271949
381,0.0390719545435751,0.0872980027895379
382,0.0401230509840369,0.0917459686716714
383,0.0442777679149428,0.0933703448002372
384,0.0709425200453868,0.121990350739776
385,0.0391020858234484,0.0885433614701756
386,0.0354707174922068,0.0813177720341916
387,0.0430117133339308,0.0833817319349385
388,0.040742674889911,0.0802743822490973
389,0.0258285151735663,0.0774037301389404
390,0.0337653400703642,0.0841225654638726
391,0.0225851495788527,0.0709268877857168
392,0.025428414840303,0.0719124773253801
393,0.0312974447900016,0.0741270178221813
394,0.0766123441490854,0.0797694700029355
395,0.022634696547063,0.0814810440913014
396,0.0650222309773766,0.130313883500997
397,0.041113039160151,0.109997450771966
398,0.0233904062548525,0.0945103116733005
399,0.0245642375526473,0.0973898021186012
400,0.0246304717095688,0.0986528077826507
401,0.0263893330474749,0.0987309576995608
402,0.028555943188424,0.100893706733085
403,0.0270378222770716,0.102024592508027
404,0.0415870607895226,0.112751337967486
405,0.056414732292715,0.121490290351704
406,0.0384579565743427,0.120078689289146
407,0.0363554836447288,0.117719916798198
408,0.040709681240214,0.123675737329459
409,0.0372287849958665,0.115978571166334
410,0.0342221534071378,0.109296057741143
411,0.104505402985658,0.105373371116134
412,0.198005406257761,0.0979398516418981
413,0.092560548819705,0.117342610717517
414,0.110433946017417,0.132760605215055
415,0.12429056991715,0.145544439239766
416,0.133428693153414,0.153706286204712
417,0.148732231639551,0.163852991197046
418,0.165184697514564,0.173634694106154
